id,city,name,link,img,address,rating,price,Swimming pool [kids],Nightclub,Spa,Restaurants,Hot tub,Steamroom,Front desk [24-hour],Family room,Babysitting service,Garden,Bar,Kids club,Shops,Kitchen,Poolside bar,Swimming pool [outdoor],Mini golf course,Fitness center,Tennis court,Massage,Sauna,Golf course [on-site],Swimming pool [indoor],Private beach
NhaTrang125,Nha Trang,Hien Mai Hotel,https://www.agoda.com/hien-mai-hotel/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1&tspTypes=9,https://pix5.agoda.net/hotelImages/240/240580/240580_15061610250029604855.jpg?s=1024x768,"55/6 Nguyen Thien Thuat Street, Loc Tho, Nha Trang, Vietnam",7.9,303030,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang126,Nha Trang,Thien Ma Hotel Nha Trang,https://www.agoda.com/thien-ma-hotel-nha-trang/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1,https://pix6.agoda.net/hotelImages/519/519497/519497_15061716570029807228.jpg?s=1024x768,"96A/6/6 Tran Phu Street, Loc Tho, Nha Trang, Vietnam",7.3,121212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang127,Nha Trang,Pavillon Garden Hotel Nha Trang,https://www.agoda.com/pavillon-garden-hotel-nha-trang/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1&tspTypes=9,https://pix5.agoda.net/hotelImages/699/699308/699308_15051814160027564329.jpg?s=1024x768,"16 Ton Dan Street, Loc Tho, Nha Trang, Vietnam",7.4,490909,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NhaTrang128,Nha Trang,OYO 223 May House,https://www.agoda.com/oyo-223-may-house/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1,https://pix5.agoda.net/hotelImages/7491830/-1/0302fe77cb131aff353701487e990b33.jpg?s=1024x768,"14 Hem Hung Dao, Dang Tat, Vinh Hai, Thanh Pho, Nha Trang, Khanh Hoa, Vinh Hai, Nha Trang, Vietnam, 650000",10.0,194505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang129,Nha Trang,OYO 206 Mission Hotel,https://www.agoda.com/oyo-206-mission-hotel/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1,https://pix5.agoda.net/hotelImages/6377795/-1/000cde9bde32acd363354738f7125173.jpg?s=1024x768,"80/5, Dã tượng, Vĩnh Nguyên, Nha-Trang, Vinh Truong, Nha Trang, Vietnam, 650000",8.4,431715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang130,Nha Trang,L'Alya Ninh Van Bay,https://www.agoda.com/l-alya-ninh-van-bay/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1,https://pix5.agoda.net/hotelImages/256345/-1/48243cdbf3adccfaef301fcc1f99f481.jpg?s=1024x768,"Ninh Van Bay, Ninh Hoa District, Ninh Van Bay, Nha Trang, Vietnam",8.8,18087242,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
NhaTrang131,Nha Trang,Galina Hotel & Spa,https://www.agoda.com/galina-hotel-spa/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1,https://pix6.agoda.net/hotelImages/648/648994/648994_15012212000024759882.jpg?s=1024x768,"5 Hung Vuong Street, Loc Tho, Nha Trang, Vietnam",8.1,1178282,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0
NhaTrang132,Nha Trang,Gosia Hotel,https://www.agoda.com/gosia-hotel/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1,https://pix5.agoda.net/hotelImages/2479908/-1/2bab098248d01b9428f8665e4e13b279.jpg?s=1024x768,"116 Hung Vuong Street, Loc Tho, Nha Trang, Vietnam",8.6,818182,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NhaTrang133,Nha Trang,HT3 Hotel Nha Trang,https://www.agoda.com/ht3-hotel-nha-trang/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1,https://pix6.agoda.net/hotelImages/570/570554/570554_15061209310029350116.jpg?s=1024x768,"96A/6/7 Tran Phu Street, Loc Tho, Nha Trang, Vietnam",7.0,121212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang134,Nha Trang,Nang Bien Hotel,https://www.agoda.com/nang-bien-hotel_2/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1&tspTypes=2,https://pix5.agoda.net/hotelImages/344/344654/344654_15121910430038629097.jpg?s=1024x768,"64B/9 Tran Phu Street, Loc Tho, Nha Trang, Vietnam",7.4,259740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang135,Nha Trang,Areca Hotel Nha Trang,https://www.agoda.com/areca-hotel-nha-trang/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1,https://pix5.agoda.net/hotelImages/660/6600662/6600662_19021617330072313141.jpg?s=1024x768,"10 Phuong Cau, Van Thanh Ward, Xuong Huan, Nha Trang, Vietnam, 650000",8.2,753247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang138,Nha Trang,Red Sun Nha Trang Hotel,https://www.agoda.com/red-sun-nha-trang-hotel/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1,https://pix5.agoda.net/hotelImages/259/2599675/2599675_17080210300054826949.jpg?s=1024x768,"96B Tran Phu Street, Loc Tho, Nha Trang, Vietnam",7.3,766957,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
NhaTrang140,Nha Trang,Green Hotel Nha Trang,https://www.agoda.com/green-hotel-nha-trang/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1,https://pix5.agoda.net/hotelImages/733/73306/73306_15033011570026578055.jpg?s=1024x768,"06 Hung Vuong Street, Loc Tho, Nha Trang, Vietnam,",7.0,606061,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang141,Nha Trang,Vivid Seaside Homestay Nha Trang,https://www.agoda.com/vivid-seaside-homestay-nha-trang/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1&tspTypes=1,https://pix5.agoda.net/hotelImages/1094855/-1/4344f14da6bd5f47947de6556da1c0c5.jpg?s=1024x768,"3/37 Pham Van Dong (next to cafe GMC/ DJ), Vinh Phuoc, Nha Trang, Vietnam",8.9,372294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang142,Nha Trang,Carina Hotel,https://www.agoda.com/carina-hotel/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1&tspTypes=3,https://pix5.agoda.net/hotelImages/186578/-1/feb325a52e6498323386d5d599b3337c.jpg?s=1024x768,"184 Hung Vuong Street, Loc Tho, Nha Trang, Vietnam",7.6,382684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang143,Nha Trang,Angella Hotel Nha Trang,https://www.agoda.com/angella-hotel-nha-trang/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1&tspTypes=9,https://pix6.agoda.net/hotelImages/686/686823/686823_14082309160021512374.jpg?s=1024x768,"11 Tran Hung Dao Street, Loc Tho, Nha Trang, Vietnam",7.2,865801,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NhaTrang144,Nha Trang,Sheraton Nha Trang Hotel & Spa,https://www.agoda.com/sheraton-nha-trang-hotel-spa/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1,https://pix6.agoda.net/hotelImages/210187/-1/1b3229f95fb12873067f26a11b033c92.jpg?s=1024x768,"26-28 Tran Phu Street, Loc Tho, Nha Trang, Vietnam",8.8,4000000,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
NhaTrang145,Nha Trang,Royal HPM Hotel,https://www.agoda.com/royal-hpm-hotel/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1&tspTypes=4,https://pix6.agoda.net/hotelImages/6508545/-1/3f1e7efb8fcaba330631a2b8b3263900.jpg?s=1024x768,"34/8 Nguyen Thien Thuat street, Tan Lap, Nha Trang, Vietnam, 0258",7.7,740260,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
NhaTrang146,Nha Trang,Tabana Hostel,https://www.agoda.com/tabana-hostel_2/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1&tspTypes=9,https://pix6.agoda.net/hotelImages/303/3034316/3034316_17103109250058494700.jpg?s=1024x768,"54 Yersin , Phuong Sai, Van Thang, Nha Trang, Vietnam, 650000",7.1,169697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang147,Nha Trang,Blue Heaven Hotel,https://www.agoda.com/blue-heaven-hotel/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1,https://pix5.agoda.net/hotelImages/248/248059/248059_15062220150030306461.jpg?s=1024x768,"43 - 44 Nguyen Tat Thanh Street, Phuoc Long, Nha Trang, Vietnam",6.3,216450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang148,Nha Trang,Banana Stay Nha Trang,https://www.agoda.com/banana-stay-nha-trang/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1&tspTypes=6,https://pix6.agoda.net/hotelImages/4913367/-1/181ea75db696921886dc5a6ffe4c9b9d.jpg?s=1024x768,"62 Pho Duc Chinh, Vinh Hoa ward, Vinh Hoa, Nha Trang, Vietnam, 650000",8.2,272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang149,Nha Trang,Beach Front Apartments Nha Trang,https://www.agoda.com/beach-front-apartments-nha-trang/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1&tspTypes=2,https://pix5.agoda.net/hotelImages/831/831848/831848_15121923590038634969.jpg?s=1024x768,"Muong Thanh Nha Trang Centre, 60 Tran Phu Street, Loc Tho, Nha Trang, Vietnam",6.9,587013,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NhaTrang150,Nha Trang,Queen 2 Hotel Nha Trang,https://www.agoda.com/queen-2-hotel-nha-trang/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1&tspTypes=9,https://pix6.agoda.net/hotelImages/394/394493/394493_15071615410032450000.jpg?s=1024x768,"96A1/11 (Alley 96B )Tran Phu Street, Loc Tho, Nha Trang, Vietnam",7.1,147186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang151,Nha Trang,Palm Beach 2 Hotel,https://www.agoda.com/palm-beach-2-hotel/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1,https://pix5.agoda.net/hotelImages/4947715/-1/8c1064e822bc796c1369da93897720b3.jpg?s=1024x768,"30 Nguyen Thien Thuat Street, Tan Lap, Nha Trang, Vietnam",6.5,448485,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang152,Nha Trang,OYO 277 HOA MAI HOTEL,https://www.agoda.com/oyo-277-hoa-mai-hotel/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1,https://pix6.agoda.net/hotelImages/8808362/-1/13668c29e066b7c303014bdaaf807edd.jpg?s=1024x768,"35 Sao Bien, Vinh Hai, Thanh pho Nha Trang, Khanh Hoa, 650000, Vietnam, Vinh Hai, Nha Trang, Vietnam, 650000",9.0,177592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang153,Nha Trang,OYO 176 374 Hotel,https://www.agoda.com/oyo-176-374-hotel/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1,https://pix5.agoda.net/hotelImages/6858216/-1/2e4f779978dca10c678d5707c241c3a3.jpg?s=1024x768,"374 Da Tuong, Phuoc Long, Nha Trang, Khanh Hoa, Phuoc Long, Nha Trang, Vietnam, 650000",9.2,284391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang154,Nha Trang,Emerald Bay Hotel & Spa,https://www.agoda.com/emerald-bay-hotel-spa/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1,https://pix6.agoda.net/hotelImages/5348398/-1/1c091ace8fe6622a54e4e2666bd1e782.jpg?s=1024x768,"100/8C/T25 Tran Phu Street, Loc Tho, Nha Trang, Vietnam",8.2,1170000,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
NhaTrang155,Nha Trang,Praywish Seaview Hotel,https://www.agoda.com/praywish-seaview-hotel_2/hotel/all/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1,https://q-xx.bstatic.com/xdata/images/hotel/840x460/184503590.jpg?k=468d04ac87d0a2d3f220ba8f264ab6f8c34f83295a1ea6607ce9f7b137d8ccae&o=,"03-05 Phạm Văn Đồng Tầng 32, Tòa OC2B- Mường Thanh Viễn Triều, Vinh Phuoc, Nha Trang, Vietnam",7.5,381561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang156,Nha Trang,Hoang Gia Doc Let,https://www.agoda.com/hoang-gia-doc-let/hotel/all/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1,https://q-xx.bstatic.com/xdata/images/hotel/840x460/95222247.jpg?k=f764522626acbdb1156366ca735f1b7f53ba251dbe98a381b22c03cc215f31c7&o=,"Hamlet 9, Dong Cat Village, Ninh Hai Ward, Doc Let, Doc Let, Nha Trang, Vietnam",8.2,450216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang157,Nha Trang,Mojzo Inn,https://www.agoda.com/mojzo-inn_2/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1&tspTypes=1,https://pix6.agoda.net/hotelImages/594/5945444/5945444_18111009250069626196.jpg?s=1024x768,"65/07 Nguyen Thiet Thuat- Nha Trang- Khanh hoa, Loc Tho, Nha Trang, Vietnam, 650000",9.6,404762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang158,Nha Trang,Crown Nguyen Hoang Hotel,https://www.agoda.com/crown-nguyen-hoang-hotel/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1,https://pix5.agoda.net/hotelImages/6111710/-1/e1574890646dd8cfa2ba41e7f2877567.jpg?s=1024x768,"1A An Vien Urban Area, Vinh Nguyen Ward, Nha Trang city, Khanh Hoa Province, Vinh Truong, Nha Trang, Vietnam",8.1,589091,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NhaTrang159,Nha Trang,Papaya Homestay,https://www.agoda.com/papaya-homestay_2/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1,https://pix5.agoda.net/hotelImages/893/8932280/8932280_19072711210078438203.jpg?s=1024x768,"35/47 (Former 7/1) Nguyễn Thiện Thuật, Loc Tho, Nha Trang, Vietnam, 650000",8.4,357143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang160,Nha Trang,Sealight Hotel Nha Trang,https://www.agoda.com/sealight-hotel-nha-trang/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1,https://pix5.agoda.net/hotelImages/255599/-1/4bc2342360633df19fc8bb0ceb0dd51a.jpg?s=1024x768,"6A Ton Dan Street, Loc Tho, Nha Trang, Vietnam",7.2,623377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang161,Nha Trang,Lucky Sun Hotel,https://www.agoda.com/lucky-sun-hotel/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1,https://pix5.agoda.net/hotelImages/6906462/-1/65ea54f5763093adf466ce4627caef1a.jpg?s=1024x768,"100/8B Tran Phu Street, Loc Tho ward, Nha Trang City, Khanh Hoa Province, Viet Nam, Loc Tho, Nha Trang, Vietnam, 650000",9.2,831169,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
NhaTrang162,Nha Trang,Venity Villa Nha Trang,https://www.agoda.com/venity-villa-nha-trang/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1,https://pix6.agoda.net/hotelImages/4898241/-1/1881bd9596046d08b8615f2ad5a32324.jpg?s=1024x768,"Anh Nguyen Villa Compound, Vinh Nguyen Ward, Vinh Truong, Nha Trang, Vietnam, 652450",9.2,17752381,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
NhaTrang163,Nha Trang,BB Hotel Nha Trang,https://www.agoda.com/bb-hotel-nha-trang/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1,https://pix6.agoda.net/hotelImages/1198043/-1/97492de50ca4e8b806a4b4f8b1367b2f.jpg?s=1024x768,"96B1/15 Tran Phu Street, Loc Tho, Nha Trang, Vietnam",8.5,714286,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NhaTrang164,Nha Trang,Majestic Nha Trang Hotel,https://www.agoda.com/majestic-nha-trang-hotel/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1&tspTypes=9,https://pix6.agoda.net/hotelImages/400/400422/400422_15083117300035448792.jpg?s=1024x768,"90-92 Tran Phu Street, Loc Tho, Nha Trang, Vietnam",7.0,688831,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NhaTrang165,Nha Trang,Vinh Quang Hotel,https://www.agoda.com/vinh-quang-hotel_2/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1,https://pix6.agoda.net/hotelImages/569/5696408/5696408_18081619480067500486.jpg?s=1024x768,"25 Quang Duc, Vinh Hoa, Nha Trang, Vietnam, 650000",6.4,181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang166,Nha Trang,The Alley Hostel,https://www.agoda.com/the-alley-hostel_2/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1,https://pix5.agoda.net/hotelImages/6426068/-1/4e9566e9c4b38c1cea6e8fe148e58e7e.jpg?s=1024x768,"239/4 Nguyen Thien Thuat Street, Loc Tho, Nha Trang, Vietnam, 650000",8.9,259740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang167,Nha Trang,Zen Hotel Nha Trang,https://www.agoda.com/zen-hotel-nha-trang/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1,https://pix5.agoda.net/hotelImages/4592169/-1/1377e87d1daf6d990a0173d7b5f0b22e.jpg?s=1024x768,"64/4A, Tran Phu Street, Nha Trang, Loc Tho, Nha Trang, Vietnam",6.6,270455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang168,Nha Trang,Pho Bien Hotel Nha Trang,https://www.agoda.com/pho-bien-hotel-nha-trang/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1,https://pix5.agoda.net/hotelImages/564/564187/564187_17070816000054327773.jpg?s=1024x768,"64/1 Tran Phu Street, Loc Tho, Nha Trang, Vietnam",6.9,267465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang169,Nha Trang,Tri Giao Hotel,https://www.agoda.com/tri-giao-hotel/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1&tspTypes=1,https://pix6.agoda.net/hotelImages/127/1278225/1278225_16092018220046686894.jpg?s=1024x768,"235 Duong Hien Quyen Street, Vinh Hoa, Nha Trang, Vietnam",8.7,654545,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
NhaTrang170,Nha Trang,Tran Vien Dong,https://www.agoda.com/tran-vien-dong/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1,https://pix5.agoda.net/hotelImages/11006/-1/65436c8fbf8fdeba5c256c76958bf559.jpg?s=1024x768,"15 Tran Hung Dao Street, Loc Tho, Nha Trang, Vietnam",7.5,1428571,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
NhaTrang171,Nha Trang,Hotel Sol Nha Trang,https://www.agoda.com/hotel-sol-nha-trang/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1,https://pix5.agoda.net/hotelImages/119/1195514/1195514_16042117370041688285.jpg?s=1024x768,"19 Tran Quang Khai, Loc Tho, Nha Trang, Vietnam",5.0,245455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang172,Nha Trang,Holi Bayview Apartments,https://www.agoda.com/holi-bayview-apartments/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1,https://pix5.agoda.net/hotelImages/4456930/-1/d1b9a325b4bc2d9bb46ca1c4644f4559.jpg?s=1024x768,"3-5 Pham Van Dong street,, Vinh Phuoc, Nha Trang, Vietnam, 650000",8.2,542507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang173,Nha Trang,Balcony Nha Trang Hotel,https://www.agoda.com/balcony-nha-trang-hotel/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1&tspTypes=9,https://pix5.agoda.net/hotelImages/113/1136198/1136198_16032114430040943151.jpg?s=1024x768,"98B/13 Tran Phu Street, Loc Tho, Nha Trang, Vietnam",8.2,723117,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NhaTrang191,Nha Trang,Citadines Bayfront Nha Trang,https://www.agoda.com/citadines-bayfront-nha-trang/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1,https://pix6.agoda.net/hotelImages/4882374/0/2a78f86976f2df72005613756f9a0134.jpg?s=1024x768,"62 Tran Phu Street, Loc Tho, Nha Trang, Vietnam",8.9,2160000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
